basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,vehcile_model
0.61,368.01,10,23.2,30544,18715.90236,,2010 volvo fh
3.19,277.04,7,21.29,3986,12721.41406,,2011/ Volvo FH
0.85,257.22,4,36.25,17055,14541.16202,,2011 Renault premium
0.71,337.86,5,34.6,24551,17453.82165,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0.78,703.38,14,29.36,46001,35943.6934,,2016 MAN
0.71,568.69,6,32.83,43645,31111.99546,,2014 MAN
0.4,447.91,19,19.79,60217,23858.07951,,2014 MAN
0.69,273.38,10,30.3,23829,16323.23608,,2016 MAN
2.8,546.76,5,47.6,10220,28598.17734,,2011 Volvo fh
0.52,547.5,20,12.65,51308,26707.46373,,2005 Volvo fh12
0,0.07,1,0,5293,0,,2009 Volvo fh
0,0.25,1,4,2956,0,,2006 Volvo fh12
0.53,547.08,16,25.75,50686,27062.64541,,2008 M Actros
0.72,506.13,11,29.45,34848,25201.74012,,2010 Volvo fh
0.51,197.28,15,18.73,37038,18756.83286,,2001 Volvo fh12
0.89,571.16,6,22.83,37680,33591.93012,,2006 Volvo fh12
0.87,631.92,12,29.17,38447,33543.80354,,2011 Volvo fh
0.06,13.47,4,9.75,23226,1428.598857,,2015 VOLVO FH
0.38,174,14,19.21,33725,12940.94263,,2003 Volvo FH
0.31,92.39,23,16.22,20096,6157.530651,,2003 Volvo fh12
0.26,171.72,14,25.07,39328,10094.76231,,2004 Volvo fh12
0.45,454.57,12,23.92,55622,25041.54073,,2012 Volvo fh
0.62,367.6,8,19.88,29843,18539.82397,,2008 Volvo fh12
0.87,782.83,15,26.4,47069,40791.16629,,2015 Volvo fh
0.27,12.14,4,8.25,5800,1540.937229,,015 Volvo fh
0.95,431.44,5,55,23970,22772.12117,,2015 Volvo fh
0.93,738.58,14,28.86,39111,36548.71534,,2015 Volvo fh
1.16,546.72,6,38.33,22361,25897.33519,,2015 Volvo fh
0.55,452.46,12,27.92,46229,25383.87684,,2015 Volvo fh
1.19,842.94,16,29.5,36277,43180.17872,,2013 Volvo fh
3.23,205.28,6,17.17,2927,9454.760004,,VOLVO FH 2007
0.71,441.8,11,24,33439,23602.28129,,2014 Volvo fh
0.66,704.74,22,26.14,55298,36268.70837,,2014 Volvo fh
0.78,368.25,13,23.46,29277,22689.89678,,2014 Volvo fh
0.69,506.47,12,27.08,36149,24786.80962,,2015 Volvo fh
0,0,0,0,2241,0,,2015 Volvo fh
0,0.08,1,1,1007,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.56,235.09,11,20.18,26899,15071.5582,57.8,2013 / Volvo fh
0.56,563.4,12,31.17,61623,34682.03602,167.9,2014 Volvo fh
0,0.55,4,7,29572,0,7.09,2012 Volvo fh
0.64,611.38,12,35.42,58221,37364.51061,151,2014 Volvo fh
0.68,395.81,9,39.44,37549,25629.56879,119.69,2014 Volvo fh
0.52,202.72,5,35.4,27494,14432.84564,82.8,2012 Volvo fh
0.78,341.32,8,30.88,30255,23471.2688,109.5,2014 Volvo fh
0.61,355.88,9,31.44,41619,25387.85507,155.19,2004 Volvo fh12
0.6,374.78,10,34,46044,27498.40086,153.3,2008 Volvo fh12
0.57,356.64,10,19.2,47414,27091.56708,152.8,2008/Volvo FH
0.77,456.25,9,43.56,33835,26091.22691,93.6,2014 Volvo fh
0.77,308.85,5,49.4,24765,19005.07255,113.09,2008 Volvo fh12
0.54,183.68,7,29,19513,10594.50643,69.59,2014/Volvo FH
0.65,423.01,13,24.15,41081,26711.94657,162.31,2013/ Volvo FH
0.32,173.44,8,27.12,32021,10159.62729,80.9,2008 Volvo fh12
0.91,288.39,6,27.83,17027,15426.38908,68.69,2014 Volvo fh
0.51,221.17,9,22.44,30402,15398.61524,72.88,2014 Volvo fh
0.47,268.05,12,22.42,41225,19256.74014,82.88,2014/Volvo FH
0.36,160.7,6,39.33,27344,9737.450169,57.3,2014 Volvo fh
0,0,0,0,16176,0,9.5,2014/ Volvo FH
0.57,287.97,12,21.25,33458,18996.57413,160.79,2004 Volvo fh12
0.66,387.77,14,14.14,43478,28786.41507,142.91,2008/ Volvo FH
0.46,143.37,6,33.67,15312,6984.326361,51.5,2014 Volvo fh
0.76,341.61,8,30.88,30510,23066.04627,96,2014 Volvo fh
0.65,500.93,9,35.89,45344,29600.02459,237.5,2014/ Volvo FH
0.54,374.04,16,34.69,48369,25969.99039,126.3,2012 Volvo fh
0.63,406.8,8,26.38,46551,29190.36547,165.6,2008 Volvo fh
0.94,280.47,6,36.17,19161,17937.4838,69.5,2008  Volvo fh
0.53,178.16,9,17.11,24795,13252.4285,43.1,2014 Volvo fh
0.21,137.02,19,7.74,41779,8818.3784,70.11,2012 Volvo fh
0.36,162.75,9,23.33,28964,10486.06963,64.7,2014 Volvo fh
1.06,739.22,6,64.5,38512,40848.74087,302.39,2012 volvo fh
0.06,16.82,14,9.79,12701,797.9285283,16.09,2010 Volvo fh
0.69,361.26,7,41.57,36126,25064.75025,164.68,2008 Volvo fh12
0.58,402.84,7,41.86,42642,24690.77762,190.72,2007 Volvo fh12
0.69,380.35,10,27.8,38367,26626.05076,99.19,2014 Volvo fh
1.07,553.62,5,53,31463,33777.0843,111.91,2014 Volvo fh
0.6,405.28,5,62.4,37646,22666.56016,132.91,2014 Volvo fh
1.09,787.71,14,33.14,41129,44974.97111,231.9,2014 Volvo fh
0.79,663.75,11,27.18,49638,39390.64574,190.12,2014 Volvo fh
0.68,319.42,6,41.33,27189,18511.59812,89,2012 Volvo fh
0.08,27.61,11,5.82,21702,1829.453082,6.78,2014 Volvo fh
0.86,741.45,12,38.58,44592,38384.26891,299,2013 Volvo fh
0.52,428.14,10,28.9,40717,21298.64704,124.4,2012 Volvo fh
0.7,288.79,12,29.67,31955,22339.35648,155.19,2011 Volvo fh
0.48,176.58,21,25.29,23025,11002.45499,11.5,"Toyota Avanza, 2020"
0,0,0,0,114,0,0,"Ford transit, 2020"
0,0,0,0,0,0,0,Renault Symbol 2020
0,0,0,0,145,0,0,Toyota Avanza 2020
0,0,0,0,0,0,0,Toyota Rush 2022
0.93,220.49,10,41.4,15861,14759.44464,16.8,Renault Symbol
0.44,23.44,3,35.67,3669,1597.013293,0,Toyota Hiace
0.72,41.98,5,22.8,7475,5403.754505,0,Ford Transit 2020
0.63,84.74,12,43.17,10598,6722.29154,0,Unicorn Honda
0,0,0,0,0,0,0,TOYOTA RUSH 2022
0.7,238.35,19,30.89,27304,19246.74999,23.5,Toyota rush 2022
0.57,274.63,27,28.44,38279,21637.04674,27.1,Toyota rush 2022
0.55,78.07,8,15.75,13221,7286.337248,0,Toyota Avanza 2020
0.67,578.23,15,47.67,44680,30121.24229,,Volvo fh
0.65,636.68,16,27.62,47133,30703.12078,,Volvo fh
0.44,120.39,6,22.5,16717,7315.100815,,2011 Volvo fh
0.76,308.92,15,21.33,20976,15989.59054,,Volvo fh 2011
0.64,114.44,4,15,11091,7084.297781,,2012 volvo fh
0.83,417.67,8,34.75,30219,25077.85276,,2012 volvo fh
0.43,114.06,4,17.75,13619,5847.321036,,2014 Volvo fh
0.52,256.85,10,15.3,25524,13207.32086,,Volvo FH 12 2008
0,0.34,2,2.5,2553,0,,2014 Volvo FH
0.33,245.76,12,21.75,33113,10949.42878,,2013 volvo fh12
0.42,307.92,16,18.12,33262,13921.5151,,2013 Volvo fh
0.66,323.77,11,19.36,28814,19006.7012,,2013 Volvo fh
0,0,0,0,0,0,,2013 Volvo fh
0,5.9,5,14,12253,0,,2004 Volvo fh12
0,8.27,14,2.36,23857,0,,2011 Volvo fh
0.75,186.83,7,24.57,17613,13223.86536,,2008 Volvo fh12
0.9,308.74,14,24.07,17455,15635.19625,,2013 Volvo fh
0.6,120.72,7,21.29,12327,7431.795694,,2013 Volvo fh
0.21,113.51,2,35,27948,5904.673537,,2013 Volvo fh
0.66,417.09,18,21.33,37355,24597.87154,,Volvo FH 2012
0,9.85,15,4.2,26480,13.16248947,,2011 Volvo fh
0.71,324.21,11,27.82,26673,18818.67167,,Volvo fh12 2007
0.85,417.71,8,31.38,30746,26057.60506,,2006 volvo fh
0.65,580.68,13,33.31,51181,33279.06337,,2011 Volvo fh
0.57,98.27,7,10.29,11191,6325.456758,,2012 Volvo fh
0.4,60.44,9,9.33,17650,7095.554324,,2005 Volvo fh12
0.38,245.82,17,16.24,33339,12578.91114,,8.62476E+14
0.61,634.27,15,21.13,52833,32128.63896,,2012 volvo FH
0.36,268.83,11,30.18,36273,12917.81912,,2012 / Volvo fh
0.54,461.83,12,27.67,44804,24183.91857,,2012 Volvo fh
0,7.48,13,3.08,40207,0,,2012 Volvo Fh
0.64,422.8,16,13.12,43850,28044.55109,,2011 Volvo fh
0.67,469.83,11,13.64,37896,25392.50035,,2012 Volvo fh
0.51,421.08,12,16,53300,27135.43267,,2014 Volbo fh
0.8,235.43,12,26.58,19027,15309.30744,,2011 Volvo fh
0,7.55,7,3.29,9889,0,,2012 Volbo fh
0.64,385.3,12,20.67,30725,19538.83867,,2004 Volvo fh12
0.54,243.6,9,16.22,24336,13084.46373,,2013  volvo fh12
1,438.76,10,28.1,23140,23200.12368,,2012 Volvo fh12
0,1.03,3,0.33,11216,0,,2012 Volvo fh12
0.66,342.57,7,49,26488,17461.92896,,2014 Volvo fh
1.17,467.5,11,35.64,29401,34424.44796,,2012 Volvo fh
0.96,25.3,1,37,2575,2461.814247,,2012 Volvo fh
0.26,111.37,12,16.67,21900,5791.094314,,2014 Volvo fh
0.45,223.18,17,25.65,46736,21047.41707,,2003 Volvo fh
0.55,274.32,24,19.71,48521,26575.95639,,2007 Volvo fh12
0.7,414.72,10,33.1,35361,24798.51258,,2012 Volvo fh12
0,8.97,17,2.65,22721,0,,2014 Volvo fh12
0.58,224.58,21,18.71,40841,23622.49415,,2013 Volvo Fh
0.57,283.8,21,29.1,44549,25399.47982,,Volvo fh
0.92,399.03,6,37.33,27907,25759.91154,,2011 Volvo fh
0.92,632.34,4,52,35944,32889.47023,,2011 Volvo fh
0.39,165.06,16,10.12,30615,11917.84601,,2012 Volvo fh12
0.38,269.29,15,22,41677,15920.10004,,2011 Volvo fh
0.38,100.77,7,12,16205,6107.047746,,2013 Volvo fh
0,0,0,0,0,0,,2004 Volvo fh12
0.93,432.33,8,29.12,24185,22555.09976,,2011 Volvo fh
0,0,0,0,4,0,,2004 / Volvo fh12
0.88,129.62,4,41,9628,8471.449693,,2007 / Volvo fh 12
0,0,0,0,0,0,,2004 Volvo fh12
0.45,398.09,14,19.71,41024,18543.82536,,2012 Volvo fh
0,0.37,1,4,600,0,,2004 Volvo fh12
0.57,247.02,8,21.25,20926,11925.73835,,2007 Volvo fh12
0,0.38,3,0.33,2633,0,,2006 Volvo fh12
0.53,50.73,6,24,6696,3546.14633,,2007 Volvo fh12
0.88,379.05,6,37.67,25175,22114.41983,,2011 Volvo fh
0.26,102.88,15,6.73,19527,5114.537085,,2008 Volvo fh12
0,0,0,0,3938,0,,2012 Volvo fh
0.74,397.18,4,55.25,27419,20374.53823,,2012 Volvo fh
0,0,0,0,5413,0,,2007 Volvo fh12
0.47,99.5,6,15,11639,5517.750425,,2009 Volvo fh
0,6.21,6,6.33,4602,0,,2008 Volvo fh12
0.19,116.08,18,6.44,27624,5276.895778,,2005 Volvo fh12
0.84,242.56,5,37,15787,13195.65023,,2006 Volvo fh 440
0.36,22.33,4,14.75,4679,1706.834998,,2005 Volvo fh12
0.83,401.75,6,39.83,31984,26460.09508,,2008 Volvo fh12
0.4,228.96,13,16.31,36248,14499.14655,,2009 Volvo fh12
0.4,97.77,6,15.5,12713,5053.213868,,2014 Volvo fh
0.99,632.5,3,68.67,33418,33101.02317,,2012 volvo fh12
0,7.38,17,1.82,17082,0,,2012 Volvo fh
0.72,486.44,7,35.71,39117,28223.49195,,2013 Volvo fh
0,1.18,1,13,676,0,,2006 Volvo fh12
0.92,227.73,7,34.86,17200,15749.6782,,2005 Volvo fh12
0.31,78.17,9,15.33,15728,4937.234671,,2005 Volvo fh12
0.79,268.45,10,32.7,23161,18264.15379,,2012 Volvo fh
0.57,238.31,16,20.88,28526,16244.06534,,2005 Volvo fh
0.68,246.64,9,24.22,18324,12485.57511,,2009Volvo fh
0.23,121.19,12,11.92,28410,6608.658892,,2008 Volvo fh12
0.63,96.89,23,28.35,12781,8058.625265,,Honda unicorn
0.2,34.02,18,17.61,6450,1262.702146,,H unicorn
0.41,49.58,35,23.2,7910,3205.027733,,H unicorn
0,0.04,1,7,74,0,,H unicorn
0.77,116.73,12,38.25,9279,7113.957568,,H unicorn
0.57,167.27,27,32.96,27192,15625.46539,,H unicorn
0,0,0,0,0,0,,H unicorn
0.6,33.28,8,31.12,3987,2388.843741,,H unicorn
0.33,82.79,20,23.75,13826,4531.430245,,H unicorn
0,0,0,0,0,0,,H unicorn
0.77,15.57,1,65,1119,862.3377717,,H unicorn
0.87,34.38,6,37,2852,2494.664959,,H unicorn
0.83,78.71,12,32.08,8092,6688.048693,,H unicorn
0,0,0,0,0,0,,H unicorn
0.91,130.07,15,37.07,11388,10321.88954,,H unicorn
0.41,73.33,20,27.25,9892,4024.538265,,H unicorn
0.76,154.18,14,37.5,16720,12735.33459,,H unicorn
0.35,70.69,26,32.77,14006,4918.617993,,H unicorn
0.15,66.31,13,24.77,37016,5410.65721,,H unicorn
0.93,123.59,12,39.5,11116,10311.10956,,Honda unicorn
0,0,0,0,0,0,,H unicorn
0.56,68.62,20,27.45,9536,5314.924602,,Honda Unicorn
0.74,155.64,17,35.53,15267,11348.6094,,Honda Unicorn
0.59,53.76,3,29,8484,5028.884087,,Volvo FH12 2012
0.35,95.11,21,16.52,24132,8564.19827,,Volvo FH12 2003
0.59,177.22,9,30.11,26000,15468.78054,,Volvo FH12 2004
0,0,0,0,10976,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2012
0.14,77.46,26,9.12,31749,4337.653673,,Volvo FH12 2004
0,1.31,1,11,1550,0,,Volvo FH12 2004
0.19,46.51,10,17,16574,3141.243771,,Volvo FH12 2006
0.4,367.93,10,26.1,43132,17151.47048,,Volvo FH12 2012
0.68,599.15,6,34.17,43085,29266.57107,,Mercedes Actros 2005
0,0,0,0,0,0,,Mercedes Actros 2004
0.82,348.61,5,64.4,23179,18961.06032,,9281
0,0,0,0,0,0,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH  2004
0.44,161.89,9,25.22,32843,14479.76605,,Volvo FH12 2004
0.31,202.19,13,38.23,31439,9663.119055,,Volvo FH12 2004
0.44,413.61,6,35.17,47586,20898.16623,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2003
0.12,52.23,5,19,26052,3123.553865,,Volvo FH12 2011
0.36,133.03,5,39.8,16765,6115.047508,,Volvo FH12 2012
0.23,25.42,5,21.8,9609,2198.967472,,Volvo FH12 2000
0,0.65,1,6,6170,0,,Volvo FH12 2007
0.87,757.05,13,40.46,50478,43802.49406,,Volvo FH12 2006
0.55,316.55,12,20.25,28545,15722.13742,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2000
0,1.42,1,11,1230,0,,Volvo FH 2000
0.54,565.85,11,33.91,51200,27822.38851,,Volvo fh12
0.68,44.94,2,39.5,3495,2391.925359,,Volvo Fh12 2011
0,2.15,7,9.14,6167,2.039998368,,Volvo FH12 2007
0.48,119.09,10,17.2,21072,10103.99049,,"Volvo fh13, 2010"
0,7.14,3,10,2535,0,,"Volvo Fh13, 2010"
0.51,418.08,6,52.67,45838,23199.33441,," vfh12, 2015"
0.54,154.4,10,18.6,16126,8706.639642,,"Vfh12, 2015"
0.67,450.83,14,116.86,30330,20299.12475,,"VFh12, 2015"
0.99,396.15,5,60.6,22774,22591.30073,,"Vfh12, 2015"
0.66,471.61,16,46.25,38663,25613.99577,,"Vfh12, 2015"
0,0.58,1,12,775,0,,"volvo fh12, 2015"
0.56,283.41,11,22.91,24876,13818.4675,,"Vfh 12, 2015"
2.08,413.75,5,39.6,10328,21436.39431,,"Volvo fh12, 2005"
0.77,635.99,12,46.08,40047,30966.32751,,"Volvo fh12, 2005"
0,0,0,0,0,0,,2006 volvo fh12
0,14.39,10,10.2,11433,0,,2006 Volvo fh12 
0,0,0,0,0,0,,"VOLVO FH12, 2002"
0,0,0,0,0,0,,"Volvo fh12, 2003"
0.4,295.23,14,29.43,34096,13784.07331,,"volvo fh12, 2006"
0.18,139.44,5,45,36286,6468.670517,,Volvo FH12 2012
0,0,0,0,6393,0,, Volvo Fh 2008 
0.8,445.43,10,38.1,31077,24764.64148,,Volvo FH 2007
0,0,0,0,0,0,,Volvo FH 2008
0.85,434.58,7,42.29,30342,25913.42219,,Volvo FH 2007
0.37,55.05,6,15.33,9848,3612.208875,,VOLVO FH 2008
0,0.34,2,2,5954,0,,Volvo FH 2006
0.83,864.12,7,46,56776,46903.74879,,Volvo FH 2010
0.6,52.28,5,18.8,4779,2887.685825,,Volvo FH 2008
0.56,367.74,9,21.78,30476,17150.55777,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0.65,777.23,18,37.06,57379,37060.25423,,VOLVO FH 2009
0,0,0,0,13477,0,,8.62476E+14
0.16,49.52,4,20.25,23600,3663.522069,,8.62476E+14
0,0,0,0,2832,0,,8.62476E+14
0.85,426.65,7,60.57,27901,23743.93703,,Volvo FH 2008
0,0,0,0,0,0,,Volvo FH 2008
2.24,219.29,2,58.5,4345,9726.300511,,Volvo FH12 2008
0.89,863.84,7,46.29,53601,47442.11741,,Volvo FH12 2007
0.29,128.83,3,45.33,23341,6867.692118,,Volvo FH12 2007
0.61,322.62,8,38.75,31180,19151.02346,,"Volvo fh12, 2006"
0,0,0,0,13,0,,"Volvo fh, 2006"
0.2,133.89,7,18.57,29583,5906.011275,,"Volvo fh, 2008"
0.16,137.83,16,12.81,45182,7454.384806,,38287 dxb
0.59,565.43,14,33.07,48942,28663.64783,,Volvo FH480 2008
0,3.37,4,6.5,5006,0,,Volvo FH12 2007
0.9,444.77,8,36.38,29008,26055.32028,,Volvo FH12 2007
0,1.31,2,4.5,6610,0,,Volvo FH12 2011
0,0,0,0,0,0,,Volvo FH12 2006
0.25,49.66,6,9.5,15757,3921.116863,,2011 Volvo fh
0.38,49.23,3,17,9532,3583.393052,,2007 VOLVO FH 
0,0.36,1,12,609,0,,3.50424E+14
0.65,438.47,18,30.33,37391,24397.55997,,3.50424E+14
0.71,283.51,9,25.11,18159,12943.83962,,3.57073E+14
0.59,62.32,3,42,6640,3897.130282,,3.50424E+14
0,0,0,0,738,0,,3.50424E+14
0.61,451.98,15,29.6,38758,23778.9077,,Volvo FH12 2007
0,0,0,0,0,0,,2007 Volvo fh12
0.67,566.46,11,33.82,41678,27765.76474,,2013 volvo fh
1.17,199.64,2,67.5,9349,10980.4096,,2010 Volvo fh
0.14,48.7,3,27,24090,3419.558181,,2013 Volvo fh12
0.93,397.72,6,65.83,23096,21409.23963,,3.51742E+14
0.83,564.96,11,43.73,37029,30892.60871,,3.51742E+14
0,743.24,11,51.36,0,40183.93835,,3.51742E+14
0.59,451.14,7,51,41657,24404.23117,,3.51742E+14
0.12,5.24,4,13.25,3576,433.028225,,3.51742E+14
0,13.07,8,12,13426,0,,3.51742E+14
0.13,42.74,9,24.89,17124,2259.145252,,3.51742E+14
0.55,381.39,9,36.56,35549,19563.01462,,3.51742E+14
0.78,326.38,12,36.25,24751,19359.04935,,3.51742E+14
0,0,0,0,8539,0,,Volvo FH12 2007
0,2.47,3,3,17113,0,,Volvo FH12 2008
0.63,439.42,8,27.12,38037,24137.33459,,3.59633E+14
0.49,464.95,17,15.94,48613,24016.7698,,3.59633E+14
0.71,644.28,19,18.32,44093,31154.74145,,3.54017E+14
0.24,64.67,3,7823.67,2755,655.6496363,,Reefer Truck 502
0.13,34.74,2,225.5,4274,558.7049373,,8.6354E+14
0,0,0,0,410,0,,addtional
0.51,49.55,4,10,9471,4785.855631,,Volvo FH12 2010
0.74,613.32,13,40.69,43920,32694.92964,,8.62476E+14
0.74,318.58,8,28.5,26957,20076.6216,,8.62476E+14
1.02,59.91,13,18.62,4732,4808.353489,,8.62476E+14
0.83,440.17,7,35.57,29151,24150.65847,,2011 Volvo fh
0.73,525.39,7,59.29,38690,28179.53688,,2010 Volvo fh12
0,14.62,7,14.86,8733,0,,2006 Volvofh12 
0.72,552.85,16,32.5,44012,31754.43128,,2010 Volvo fh
1.02,51.89,7,13.86,5327,5441.993469,,2010 Volvo fh
0,4.95,6,8.33,9253,0,,2012 Volvo fh
0,3.91,7,4.43,9574,0,,2011 Volvo fh
0.33,243.38,13,18.38,38113,12727.46545,,2011 VOLVO FH
0.67,777.06,15,29.67,57276,38555.33273,,2011 VOLVO FH
0.72,562.95,13,31.62,41344,29734.71297,,2011 VOLVO FH
0.84,529.67,8,52.12,34060,28448.67437,,2011 VOLVO FH
0.28,59.44,8,19.38,21994,6096.160832,,2011/ Volvo FH
0.6,777.56,18,22.28,65617,39392.47362,,2011 Volvo fh
0,6.59,4,5.25,9390,0,,2011/ Volvo FH
0.9,124.55,3,40.33,10831,9720.406258,,2010 volvo fh
0.65,441.83,12,15.92,32231,21049.75835,,2011/ Volvo FH
0.35,202.95,16,8.31,31638,11120.60655,,2011 Renault premium
0.63,439.08,9,18.67,37821,23671.85534,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0.77,536.43,11,38.27,40694,31176.00739,,2016 MAN
0.36,48.74,3,13.33,12485,4490.396408,,2014 MAN
0,0,0,0,10490,0,,2014 MAN
0.82,175.42,2,34.5,11114,9150.67094,,2016 MAN
0.42,49.94,7,8.43,9798,4096.880443,,2011 Volvo fh
0.71,416.23,7,36.43,31548,22338.98378,,2005 Volvo fh12
0.44,115.8,6,19,15222,6633.769306,,2009 Volvo fh
0,2.04,4,2,7457,0,,2006 Volvo fh12
0.78,417.64,5,45.8,27744,21617.8235,,2008 M Actros
0,0.32,2,1,3134,0,,2010 Volvo fh
0.49,198.6,16,14.94,35541,17293.5623,,2001 Volvo fh12
0.65,49.61,4,16.25,6082,3973.782187,,2006 Volvo fh12
0.12,26.28,7,14.29,14251,1684.084927,,2011 Volvo fh
0.41,211.46,6,26.17,32527,13313.46201,,2015 VOLVO FH
0.64,230.41,15,22.73,29239,18590.04421,,2003 Volvo FH
0.26,97.33,29,14.93,25335,6614.081684,,2003 Volvo fh12
0.37,138.97,6,28.5,30851,11376.95726,,2004 Volvo fh12
0.53,598.96,6,33.33,55612,29223.87565,,2012 Volvo fh
0.53,63.75,4,16.25,7661,4088.942183,,2008 Volvo fh12
0,0,0,0,1509,0,,2015 Volvo fh
1.13,178.62,2,67,8918,10067.02451,,015 Volvo fh
0.69,381.87,10,18.1,29274,20281.83777,,2015 Volvo fh
0,3.06,3,8.67,10706,0,,2015 Volvo fh
0.42,49.8,7,17.86,9826,4099.380109,,2015 Volvo fh
0,34.81,7,14.14,20817,0,,2015 Volvo fh
0.13,23.46,4,18,10387,1370.26557,,2013 Volvo fh
0.94,414.55,12,16.75,23361,22011.28347,,VOLVO FH 2007
0.57,564.31,13,34.77,52744,29992.27229,,2014 Volvo fh
0.77,413.73,4,43.5,28210,21857.06458,,2014 Volvo fh
0.69,276.57,5,53.2,20540,14225.92074,,2014 Volvo fh
0,0.38,3,0.67,3128,0,,2015 Volvo fh
0,0,0,0,8440,0,,2015 Volvo fh
0,4.46,4,12.75,4842,0,,2015 Volvo fh
0,0,0,0,19,0,,2015 Volvo fh
0.56,79.44,9,12.67,15807,8827.884563,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.87,121.67,5,20.6,8523,7428.057215,,2015 Volvo fh
0.56,235.09,11,20.18,26899,15071.5582,57.8,2013 / Volvo fh
0.56,563.4,12,31.17,61623,34682.03602,167.9,2014 Volvo fh
0,0.55,4,7,29572,0,7.09,2012 Volvo fh
0.64,611.38,12,35.42,58221,37364.51061,151,2014 Volvo fh
0.68,395.81,9,39.44,37549,25629.56879,119.69,2014 Volvo fh
0.52,202.72,5,35.4,27494,14432.84564,82.8,2012 Volvo fh
0.78,341.32,8,30.88,30255,23471.2688,109.5,2014 Volvo fh
0.61,355.88,9,31.44,41619,25387.85507,155.19,2004 Volvo fh12
0.6,374.78,10,34,46044,27498.40086,153.3,2008 Volvo fh12
0.57,356.64,10,19.2,47414,27091.56708,152.8,2008/Volvo FH
0.77,456.25,9,43.56,33835,26091.22691,93.6,2014 Volvo fh
0.77,308.85,5,49.4,24765,19005.07255,113.09,2008 Volvo fh12
0.54,183.68,7,29,19513,10594.50643,69.59,2014/Volvo FH
0.65,423.01,13,24.15,41081,26711.94657,162.31,2013/ Volvo FH
0.32,173.44,8,27.12,32021,10159.62729,80.9,2008 Volvo fh12
0.91,288.39,6,27.83,17027,15426.38908,68.69,2014 Volvo fh
0.51,221.17,9,22.44,30402,15398.61524,72.88,2014 Volvo fh
0.47,268.05,12,22.42,41225,19256.74014,82.88,2014/Volvo FH
0.36,160.7,6,39.33,27344,9737.450169,57.3,2014 Volvo fh
0,0,0,0,16176,0,9.5,2014/ Volvo FH
0.57,287.97,12,21.25,33458,18996.57413,160.79,2004 Volvo fh12
0.66,387.77,14,14.14,43478,28786.41507,142.91,2008/ Volvo FH
0.46,143.37,6,33.67,15312,6984.326361,51.5,2014 Volvo fh
0.76,341.61,8,30.88,30510,23066.04627,96,2014 Volvo fh
0.65,500.93,9,35.89,45344,29600.02459,237.5,2014/ Volvo FH
0.54,374.04,16,34.69,48369,25969.99039,126.3,2012 Volvo fh
0.63,406.8,8,26.38,46551,29190.36547,165.6,2008 Volvo fh
0.94,280.47,6,36.17,19161,17937.4838,69.5,2008  Volvo fh
0.53,178.16,9,17.11,24795,13252.4285,43.1,2014 Volvo fh
0.21,137.02,19,7.74,41779,8818.3784,70.11,2012 Volvo fh
0.36,162.75,9,23.33,28964,10486.06963,64.7,2014 Volvo fh
1.06,739.22,6,64.5,38512,40848.74087,302.39,2012 volvo fh
0.06,16.82,14,9.79,12701,797.9285283,16.09,2010 Volvo fh
0.69,361.26,7,41.57,36126,25064.75025,164.68,2008 Volvo fh12
0.58,402.84,7,41.86,42642,24690.77762,190.72,2007 Volvo fh12
0.69,380.35,10,27.8,38367,26626.05076,99.19,2014 Volvo fh
1.07,553.62,5,53,31463,33777.0843,111.91,2014 Volvo fh
0.6,405.28,5,62.4,37646,22666.56016,132.91,2014 Volvo fh
1.09,787.71,14,33.14,41129,44974.97111,231.9,2014 Volvo fh
0.79,663.75,11,27.18,49638,39390.64574,190.12,2014 Volvo fh
0.68,319.42,6,41.33,27189,18511.59812,89,2012 Volvo fh
0.08,27.61,11,5.82,21702,1829.453082,6.78,2014 Volvo fh
0.86,741.45,12,38.58,44592,38384.26891,299,2013 Volvo fh
0.52,428.14,10,28.9,40717,21298.64704,124.4,2012 Volvo fh
0.7,288.79,12,29.67,31955,22339.35648,155.19,2011 Volvo fh
0.48,176.58,21,25.29,23025,11002.45499,11.5,"Toyota Avanza, 2020"
0,0,0,0,114,0,0,"Ford transit, 2020"
0,0,0,0,0,0,0,Renault Symbol 2020
0,0,0,0,145,0,0,Toyota Avanza 2020
0,0,0,0,0,0,0,Toyota Rush 2022
0.93,220.49,10,41.4,15861,14759.44464,16.8,Renault Symbol
0.44,23.44,3,35.67,3669,1597.013293,0,Toyota Hiace
0.72,41.98,5,22.8,7475,5403.754505,0,Ford Transit 2020
0.63,84.74,12,43.17,10598,6722.29154,0,Unicorn Honda
0,0,0,0,0,0,0,TOYOTA RUSH 2022
0.7,238.35,19,30.89,27304,19246.74999,23.5,Toyota rush 2022
